trial	block	num_tri_i	cond	stim_cond	corr_resp	resp	rt	acc	bl_cond_i	block_cond	t2t	t2t_i
0	0	1	0	[4, 6, 2]	2	1	0.8242413630196097	0	0	pure_pref	pure_pref	4
1	0	2	0	[5, 3, 1]	2	1	1.2750970135352873	0	0	pure_pref	pure_pref	4
2	0	3	0	[4, 6, 2]	2	1	0.694679425355389	0	0	pure_pref	pure_pref	4
3	0	4	0	[5, 3, 1]	2	2	1.1867673444835418	1	0	pure_pref	pure_pref	4
4	0	5	0	[3, 5, 1]	2	2	0.9294361629636114	1	0	pure_pref	pure_pref	4
5	0	6	0	[6, 4, 2]	2	1	1.0153822086022046	0	0	pure_pref	pure_pref	4
6	0	7	0	[3, 5, 1]	2	2	1.6754120101154513	1	0	pure_pref	pure_pref	4
7	0	8	0	[1, 5, 3]	2	1	2.223377610548141	0	0	pure_pref	pure_pref	4
8	0	9	0	[2, 4, 6]	2	1	1.9153922544060151	0	0	pure_pref	pure_pref	4
9	0	10	0	[4, 2, 6]	2	1	1.0074765035501514	0	0	pure_pref	pure_pref	4
10	0	11	0	[2, 4, 6]	2	2	1.01549510725863	1	0	pure_pref	pure_pref	4
11	0	12	0	[4, 2, 6]	2	2	0.7074861139317363	1	0	pure_pref	pure_pref	4
12	0	13	0	[3, 5, 1]	2	1	1.1595345092005118	0	0	pure_pref	pure_pref	4
13	0	14	0	[1, 5, 3]	2	1	1.315556719444885	0	0	pure_pref	pure_pref	4
14	0	15	0	[6, 2, 4]	2	1	1.9155698443023539	0	0	pure_pref	pure_pref	4
15	0	16	0	[5, 3, 1]	2	2	0.8916375063640771	1	0	pure_pref	pure_pref	4
16	0	17	0	[3, 5, 1]	2	1	1.1995908279013747	0	0	pure_pref	pure_pref	4
17	0	18	0	[4, 2, 6]	2	1	1.235560090854051	0	0	pure_pref	pure_pref	4
18	0	19	0	[1, 3, 5]	2	2	1.5475643903332639	1	0	pure_pref	pure_pref	4
19	0	20	0	[6, 4, 2]	2	2	1.327670154291809	1	0	pure_pref	pure_pref	4
0	1	21	0	[3, 5, 1]	2	1	1.7079143823866616	0	0	pure_pref	pure_pref	4
1	1	22	0	[1, 5, 3]	2	1	1.3559896780147938	0	0	pure_pref	pure_pref	4
2	1	23	0	[3, 5, 1]	2	2	1.731830547514619	1	0	pure_pref	pure_pref	4
3	1	24	0	[2, 6, 4]	2	2	1.048022982807197	1	0	pure_pref	pure_pref	4
4	1	25	0	[4, 6, 2]	2	2	0.9801021561779635	1	0	pure_pref	pure_pref	4
5	1	26	0	[1, 5, 3]	2	1	1.604056327410035	0	0	pure_pref	pure_pref	4
6	1	27	0	[2, 4, 6]	2	2	1.9041297581884464	1	0	pure_pref	pure_pref	4
7	1	28	0	[1, 5, 3]	2	1	0.6721413702662176	0	0	pure_pref	pure_pref	4
8	1	29	0	[6, 2, 4]	2	1	1.1401479749929422	0	0	pure_pref	pure_pref	4
9	1	30	0	[2, 6, 4]	2	1	0.8321548434610122	0	0	pure_pref	pure_pref	4
10	1	31	0	[4, 6, 2]	2	2	1.91622359905341	1	0	pure_pref	pure_pref	4
11	1	32	0	[2, 6, 4]	2	2	1.5162031342283626	1	0	pure_pref	pure_pref	4
