trial	block	num_tri_i	cond	stim_cond	corr_resp	resp	rt	acc	bl_cond_i	block_cond	t2t	t2t_i
0	0	1	0	[2, 4, 6]	2	1	1.6456072202749965	0	0	pure_pref	pure_pref	4
1	0	2	0	[4, 2, 6]	2	1	0.8709266994048903	0	0	pure_pref	pure_pref	4
2	0	3	0	[3, 5, 1]	2	1	1.5073524518022623	0	0	pure_pref	pure_pref	4
3	0	4	0	[1, 5, 3]	2	1	0.751436373192746	0	0	pure_pref	pure_pref	4
4	0	5	0	[3, 5, 1]	2	1	1.0381257017033931	0	0	pure_pref	pure_pref	4
5	0	6	0	[5, 3, 1]	2	1	1.235541878279264	0	0	pure_pref	pure_pref	4
6	0	7	0	[4, 6, 2]	2	2	1.2158960499350542	1	0	pure_pref	pure_pref	4
7	0	8	0	[1, 5, 3]	2	1	0.7076245805328654	0	0	pure_pref	pure_pref	4
8	0	9	0	[5, 1, 3]	2	1	0.6836141183496238	0	0	pure_pref	pure_pref	4
9	0	10	0	[6, 4, 2]	2	1	1.5196576465061753	0	0	pure_pref	pure_pref	4
10	0	11	0	[5, 1, 3]	2	1	0.7278734461449403	0	0	pure_pref	pure_pref	4
11	0	12	0	[4, 2, 6]	2	1	0.6519622814030299	0	0	pure_pref	pure_pref	4
12	0	13	0	[6, 2, 4]	2	2	2.168220340300877	1	0	pure_pref	pure_pref	4
13	0	14	0	[1, 5, 3]	2	1	0.6320707596901229	0	0	pure_pref	pure_pref	4
14	0	15	0	[3, 5, 1]	2	1	0.7037830558656424	0	0	pure_pref	pure_pref	4
15	0	16	0	[4, 2, 6]	2	2	0.9282180388693178	1	0	pure_pref	pure_pref	4
16	0	17	0	[1, 3, 5]	2	2	0.931856166748048	1	0	pure_pref	pure_pref	4
17	0	18	0	[4, 2, 6]	2	2	0.8838523476156297	1	0	pure_pref	pure_pref	4
18	0	19	0	[5, 1, 3]	2	1	0.7443722223433724	0	0	pure_pref	pure_pref	4
19	0	20	0	[4, 2, 6]	2	1	0.9963273506480164	0	0	pure_pref	pure_pref	4
0	1	21	0	[3, 5, 1]	2	2	1.4402601239662545	1	0	pure_pref	pure_pref	4
1	1	22	0	[2, 6, 4]	2	0	0	nan	0	pure_pref	pure_pref	4
2	1	23	0	[6, 2, 4]	2	2	1.8522026876989912	1	0	pure_pref	pure_pref	4
3	1	24	0	[3, 1, 5]	2	2	1.1522617785090006	1	0	pure_pref	pure_pref	4
