trial	block	num_tri_i	cond	stim_cond	corr_resp	resp	rt	acc	bl_cond_i	block_cond	t2t	t2t_i
0	0	1	0	[3, 5, 1]	2	1	1.3078780735090731	0	0	pure_pref	pure_pref	4
1	0	2	0	[4, 2, 6]	2	2	1.6493957168361248	1	0	pure_pref	pure_pref	4
2	0	3	0	[6, 2, 4]	2	1	0.8043997910046983	0	0	pure_pref	pure_pref	4
3	0	4	0	[2, 6, 4]	2	1	0.6951974572214112	0	0	pure_pref	pure_pref	4
4	0	5	0	[4, 6, 2]	2	2	1.3742307285608604	1	0	pure_pref	pure_pref	4
5	0	6	0	[3, 1, 5]	2	2	0.9631751146055194	1	0	pure_pref	pure_pref	4
6	0	7	0	[4, 6, 2]	2	1	1.203046607244005	0	0	pure_pref	pure_pref	4
7	0	8	0	[1, 5, 3]	2	2	2.435261151092618	1	0	pure_pref	pure_pref	4
8	0	9	0	[4, 6, 2]	2	1	1.1952490840894825	0	0	pure_pref	pure_pref	4
9	0	10	0	[5, 3, 1]	2	2	0.7515307677476812	1	0	pure_pref	pure_pref	4
10	0	11	0	[3, 5, 1]	2	1	1.2951501844261202	0	0	pure_pref	pure_pref	4
11	0	12	0	[2, 6, 4]	2	1	0.6833450478636678	0	0	pure_pref	pure_pref	4
12	0	13	0	[6, 2, 4]	2	0	0	nan	0	pure_pref	pure_pref	4
13	0	14	0	[1, 5, 3]	2	1	1.5393294105206223	0	0	pure_pref	pure_pref	4
14	0	15	0	[4, 6, 2]	2	1	1.3034474929868338	0	0	pure_pref	pure_pref	4
15	0	16	0	[2, 6, 4]	2	1	0.9794409991975499	0	0	pure_pref	pure_pref	4
16	0	17	0	[4, 6, 2]	2	1	1.1873865608417873	0	0	pure_pref	pure_pref	4
17	0	18	0	[6, 4, 2]	2	2	0.9043484751414326	1	0	pure_pref	pure_pref	4
18	0	19	0	[3, 5, 1]	2	1	1.0528593820949936	0	0	pure_pref	pure_pref	4
19	0	20	0	[5, 3, 1]	2	1	0.8352698592391334	0	0	pure_pref	pure_pref	4
0	1	21	0	[3, 5, 1]	2	1	0.8585803233208935	0	0	pure_pref	pure_pref	4
1	1	22	0	[2, 6, 4]	2	1	0.6232784305432233	0	0	pure_pref	pure_pref	4
2	1	23	0	[5, 1, 3]	2	1	0.6115824568169046	0	0	pure_pref	pure_pref	4
3	1	24	0	[1, 5, 3]	2	1	1.9037015842604887	0	0	pure_pref	pure_pref	4
4	1	25	0	[2, 4, 6]	2	2	0.6397091479077517	1	0	pure_pref	pure_pref	4
5	1	26	0	[1, 5, 3]	2	1	1.0758184102658106	0	0	pure_pref	pure_pref	4
6	1	27	0	[4, 6, 2]	2	2	1.759542262500645	1	0	pure_pref	pure_pref	4
7	1	28	0	[1, 5, 3]	2	1	0.8320105244170009	0	0	pure_pref	pure_pref	4
8	1	29	0	[4, 6, 2]	2	2	1.383413158009489	1	0	pure_pref	pure_pref	4
9	1	30	0	[3, 1, 5]	2	1	1.7555371371345245	0	0	pure_pref	pure_pref	4
10	1	31	0	[4, 6, 2]	2	2	1.3279472410727067	1	0	pure_pref	pure_pref	4
11	1	32	0	[5, 3, 1]	2	2	0.8556509650493354	1	0	pure_pref	pure_pref	4
12	1	33	0	[3, 5, 1]	2	1	1.3679673942115187	0	0	pure_pref	pure_pref	4
13	1	34	0	[4, 2, 6]	2	1	1.6241850107919618	0	0	pure_pref	pure_pref	4
14	1	35	0	[5, 1, 3]	2	2	0.9052320410028187	1	0	pure_pref	pure_pref	4
