trial	block	num_tri_i	cond	stim_cond	corr_resp	resp	rt	acc	bl_cond_i	block_cond	t2t	t2t_i
0	0	1	0	[2, 4, 6]	2	1	1.3063951607887248	0	0	pure_pref	pure_pref	4
1	0	2	0	[4, 2, 6]	2	1	1.0136766809728215	0	0	pure_pref	pure_pref	4
2	0	3	0	[5, 1, 3]	2	2	1.0017192262237131	1	0	pure_pref	pure_pref	4
3	0	4	0	[4, 2, 6]	2	1	1.3057053554766753	0	0	pure_pref	pure_pref	4
4	0	5	0	[6, 2, 4]	2	2	1.3563338931394355	1	0	pure_pref	pure_pref	4
5	0	6	0	[2, 6, 4]	2	2	1.002341543820421	1	0	pure_pref	pure_pref	4
6	0	7	0	[6, 2, 4]	2	2	1.3343313429122645	1	0	pure_pref	pure_pref	4
7	0	8	0	[2, 6, 4]	2	2	1.326340424208638	1	0	pure_pref	pure_pref	4
8	0	9	0	[4, 6, 2]	2	2	0.9503965292033172	1	0	pure_pref	pure_pref	4
9	0	10	0	[1, 5, 3]	2	1	0.9104086583317894	0	0	pure_pref	pure_pref	4
10	0	11	0	[6, 2, 4]	2	2	1.0584922560178711	1	0	pure_pref	pure_pref	4
11	0	12	0	[5, 3, 1]	2	2	1.4104434907010273	1	0	pure_pref	pure_pref	4
12	0	13	0	[1, 3, 5]	2	2	1.7624342228027672	1	0	pure_pref	pure_pref	4
13	0	14	0	[5, 3, 1]	2	2	1.2105007153074894	1	0	pure_pref	pure_pref	4
14	0	15	0	[2, 4, 6]	2	1	0.9305389687131083	0	0	pure_pref	pure_pref	4
15	0	16	0	[4, 2, 6]	2	1	0.8505566959011048	0	0	pure_pref	pure_pref	4
16	0	17	0	[6, 2, 4]	2	2	1.5986281644586597	1	0	pure_pref	pure_pref	4
17	0	18	0	[5, 3, 1]	2	2	0.9065736766808641	1	0	pure_pref	pure_pref	4
18	0	19	0	[3, 5, 1]	2	1	1.610629159669088	0	0	pure_pref	pure_pref	4
19	0	20	0	[4, 2, 6]	2	1	0.930628537662642	0	0	pure_pref	pure_pref	4
0	1	21	0	[3, 5, 1]	2	1	1.8187084033090741	0	0	pure_pref	pure_pref	4
1	1	22	0	[4, 2, 6]	2	1	1.0987718479816522	0	0	pure_pref	pure_pref	4
2	1	23	0	[1, 3, 5]	2	2	1.274756484418731	1	0	pure_pref	pure_pref	4
3	1	24	0	[3, 1, 5]	2	2	1.5027632642907065	1	0	pure_pref	pure_pref	4
4	1	25	0	[6, 2, 4]	2	2	1.514805311936243	1	0	pure_pref	pure_pref	4
5	1	26	0	[1, 5, 3]	2	1	1.2348737326615264	0	0	pure_pref	pure_pref	4
6	1	27	0	[4, 6, 2]	2	2	1.27888878522117	1	0	pure_pref	pure_pref	4
7	1	28	0	[2, 6, 4]	2	2	0.8828733594575624	1	0	pure_pref	pure_pref	4
8	1	29	0	[1, 3, 5]	2	2	1.018913976488193	1	0	pure_pref	pure_pref	4
9	1	30	0	[5, 3, 1]	2	1	1.4669179573302245	0	0	pure_pref	pure_pref	4
10	1	31	0	[4, 6, 2]	2	2	1.0109771723580252	1	0	pure_pref	pure_pref	4
11	1	32	0	[5, 3, 1]	2	2	1.067033650556823	1	0	pure_pref	pure_pref	4
12	1	33	0	[2, 4, 6]	2	1	1.3509401629657987	0	0	pure_pref	pure_pref	4
13	1	34	0	[3, 1, 5]	2	2	1.4469826460160675	1	0	pure_pref	pure_pref	4
14	1	35	0	[2, 4, 6]	2	1	1.2070647508862749	0	0	pure_pref	pure_pref	4
15	1	36	0	[4, 2, 6]	2	1	0.8190977794365608	0	0	pure_pref	pure_pref	4
16	1	37	0	[5, 1, 3]	2	1	0.9390949804067077	0	0	pure_pref	pure_pref	4
17	1	38	0	[2, 6, 4]	2	2	0.9711273869502293	1	0	pure_pref	pure_pref	4
18	1	39	0	[3, 5, 1]	2	1	1.275093300989056	0	0	pure_pref	pure_pref	4
19	1	40	0	[6, 4, 2]	2	1	1.023347950488187	0	0	pure_pref	pure_pref	4
0	2	41	0	[5, 1, 3]	2	2	0.8951346644275873	1	0	pure_pref	pure_pref	4
1	2	42	0	[4, 2, 6]	2	1	0.9471717360204366	0	0	pure_pref	pure_pref	4
2	2	43	0	[6, 2, 4]	2	2	1.4392119176463893	1	0	pure_pref	pure_pref	4
3	2	44	0	[1, 5, 3]	2	1	0.9952665298251304	0	0	pure_pref	pure_pref	4
4	2	45	0	[3, 5, 1]	2	1	1.1712452571996437	0	0	pure_pref	pure_pref	4
5	2	46	0	[5, 3, 1]	2	1	1.287249797847835	0	0	pure_pref	pure_pref	4
6	2	47	0	[2, 4, 6]	2	1	1.515314424332928	0	0	pure_pref	pure_pref	4
7	2	48	0	[4, 2, 6]	2	1	1.419311127697938	0	0	pure_pref	pure_pref	4
8	2	49	0	[3, 5, 1]	2	1	1.6313743235677975	0	0	pure_pref	pure_pref	4
9	2	50	0	[6, 4, 2]	2	1	1.5313696585183152	0	0	pure_pref	pure_pref	4
10	2	51	0	[2, 4, 6]	2	1	1.2634403184672465	0	0	pure_pref	pure_pref	4
11	2	52	0	[1, 5, 3]	2	1	0.8554406916712196	0	0	pure_pref	pure_pref	4
12	2	53	0	[5, 1, 3]	2	2	1.8754282515394607	1	0	pure_pref	pure_pref	4
13	2	54	0	[1, 5, 3]	2	1	1.8274516389874407	0	0	pure_pref	pure_pref	4
14	2	55	0	[2, 4, 6]	2	1	0.9955355476768091	0	0	pure_pref	pure_pref	4
15	2	56	0	[1, 5, 3]	2	1	1.2115481744106091	0	0	pure_pref	pure_pref	4
16	2	57	0	[4, 6, 2]	2	2	1.203520868320993	1	0	pure_pref	pure_pref	4
17	2	58	0	[5, 3, 1]	2	2	1.8995275859922458	1	0	pure_pref	pure_pref	4
18	2	59	0	[1, 3, 5]	2	2	1.0196327051066874	1	0	pure_pref	pure_pref	4
19	2	60	0	[6, 4, 2]	2	1	2.131550040430284	0	0	pure_pref	pure_pref	4
0	3	61	0	[1, 3, 5]	2	2	0.8076771163773628	1	0	pure_pref	pure_pref	4
1	3	62	0	[6, 4, 2]	2	1	2.303620389375965	0	0	pure_pref	pure_pref	4
2	3	63	0	[2, 4, 6]	2	1	1.1637258194937203	0	0	pure_pref	pure_pref	4
3	3	64	0	[6, 4, 2]	2	1	1.8997966038441518	0	0	pure_pref	pure_pref	4
4	3	65	0	[1, 3, 5]	2	2	0.8798043789265648	1	0	pure_pref	pure_pref	4
5	3	66	0	[3, 1, 5]	2	2	1.523815388443154	1	0	pure_pref	pure_pref	4
6	3	67	0	[6, 2, 4]	2	2	1.7597916277911736	1	0	pure_pref	pure_pref	4
7	3	68	0	[2, 6, 4]	2	2	2.2518072401567224	1	0	pure_pref	pure_pref	4
8	3	69	0	[1, 3, 5]	2	2	1.1078954406916637	1	0	pure_pref	pure_pref	4
9	3	70	0	[4, 2, 6]	2	1	1.339912919077051	0	0	pure_pref	pure_pref	4
10	3	71	0	[5, 1, 3]	2	1	0.9240013684145651	0	0	pure_pref	pure_pref	4
11	3	72	0	[1, 5, 3]	2	1	1.0039615599926037	0	0	pure_pref	pure_pref	4
12	3	73	0	[6, 2, 4]	2	2	1.8319490576600401	1	0	pure_pref	pure_pref	4
13	3	74	0	[2, 6, 4]	2	2	1.9159578901535497	1	0	pure_pref	pure_pref	4
14	3	75	0	[4, 6, 2]	2	2	1.1000681097220877	1	0	pure_pref	pure_pref	4
15	3	76	0	[6, 4, 2]	2	1	1.7320292965105182	0	0	pure_pref	pure_pref	4
16	3	77	0	[1, 3, 5]	2	2	1.6480630714686413	1	0	pure_pref	pure_pref	4
17	3	78	0	[6, 4, 2]	2	0	0	nan	0	pure_pref	pure_pref	4
18	3	79	0	[2, 4, 6]	2	1	1.020112583193395	0	0	pure_pref	pure_pref	4
19	3	80	0	[4, 2, 6]	2	1	0.9001352864340788	0	0	pure_pref	pure_pref	4
0	4	81	0	[2, 4, 6]	2	1	1.1761572432667435	0	2	mix	1st	6
1	4	82	0	[5, 3, 1]	2	1	1.048214841077197	0	2	mix	stay_pref	0
2	4	83	0	[2, 4, 6]	2	1	0.7202739939043568	0	2	mix	stay_pref	0
3	4	84	0	[1, 5, 3]	2	1	1.0561510232009823	0	2	mix	stay_pref	0
4	4	85	0	[6, 2, 4]	2	1	1.508262735585049	0	2	mix	stay_pref	0
5	4	86	0	[2, 6, 4]	2	2	1.4443027306090244	1	2	mix	stay_pref	0
6	4	87	0	[1, 3, 5]	2	2	0.8323717111402402	1	2	mix	stay_pref	0
7	4	88	0	[4, 2, 6]	2	1	0.9044289979474343	0	2	mix	stay_pref	0
8	4	89	0	[2, 4, 6]	2	1	1.7243683523045092	0	2	mix	stay_pref	0
9	4	90	0	[4, 2, 6]	2	1	0.6364623375006886	0	2	mix	stay_pref	0
10	4	91	1	[1, 5, 6]	2	2	0.9284854139455092	1	2	mix	switch_pref	2
11	4	92	1	[2, 4, 3]	2	2	1.3244712943956074	1	2	mix	stay_sim	1
12	4	93	1	[5, 6, 1]	1	2	1.2845216769296712	0	2	mix	stay_sim	1
13	4	94	1	[2, 1, 6]	1	2	1.6564943708403916	0	2	mix	stay_sim	1
14	4	95	1	[4, 2, 3]	2	1	1.5125331218509928	0	2	mix	stay_sim	1
15	4	96	1	[3, 5, 4]	2	2	1.2965562604963452	1	2	mix	stay_sim	1
16	4	97	1	[5, 6, 1]	1	1	1.9205601169371675	1	2	mix	stay_sim	1
17	4	98	1	[3, 2, 1]	1	1	0.9686953411705872	1	2	mix	stay_sim	1
18	4	99	1	[4, 2, 3]	2	2	1.3686219443925438	1	2	mix	stay_sim	1
19	4	100	1	[5, 1, 6]	2	2	1.6366256142316615	1	2	mix	stay_sim	1
0	5	101	1	[6, 1, 2]	1	1	0.828769981961841	1	1	pure_sim	pure_sim	5
1	5	102	1	[5, 4, 3]	1	2	1.6286601977981263	0	1	pure_sim	pure_sim	5
2	5	103	1	[4, 2, 3]	2	2	1.8527327859676461	1	1	pure_sim	pure_sim	5
3	5	104	1	[2, 4, 3]	2	2	1.1648146420350258	1	1	pure_sim	pure_sim	5
4	5	105	1	[5, 6, 1]	1	2	2.0127797474654017	0	1	pure_sim	pure_sim	5
5	5	106	1	[4, 3, 2]	1	1	0.9608804503327519	1	1	pure_sim	pure_sim	5
6	5	107	1	[5, 3, 4]	2	2	1.172893574671889	1	1	pure_sim	pure_sim	5
7	5	108	1	[3, 5, 4]	2	2	1.2809131056790193	1	1	pure_sim	pure_sim	5
8	5	109	1	[4, 5, 6]	1	1	1.2409712632957053	1	1	pure_sim	pure_sim	5
9	5	110	1	[5, 4, 3]	1	1	1.4329716364995875	1	1	pure_sim	pure_sim	5
10	5	111	1	[3, 1, 2]	2	2	1.1289830192204136	1	1	pure_sim	pure_sim	5
11	5	112	1	[6, 2, 1]	2	2	1.6009746843315042	1	1	pure_sim	pure_sim	5
12	5	113	1	[5, 6, 1]	1	1	1.4370280524972259	1	1	pure_sim	pure_sim	5
13	5	114	1	[6, 5, 4]	1	1	1.557028363500649	1	1	pure_sim	pure_sim	5
14	5	115	1	[3, 1, 2]	2	2	0.9210925545812643	1	1	pure_sim	pure_sim	5
15	5	116	1	[2, 4, 3]	2	2	1.2131103439696744	1	1	pure_sim	pure_sim	5
16	5	117	1	[3, 4, 5]	1	1	1.5371030042915663	1	1	pure_sim	pure_sim	5
17	5	118	1	[1, 6, 5]	1	2	1.2691211046835633	0	1	pure_sim	pure_sim	5
18	5	119	1	[6, 4, 5]	2	2	2.2850594016294963	1	1	pure_sim	pure_sim	5
19	5	120	1	[2, 4, 3]	2	2	0.773217018100695	1	1	pure_sim	pure_sim	5
0	6	121	1	[1, 2, 3]	1	1	1.36929962057593	1	1	pure_sim	pure_sim	5
1	6	122	1	[6, 5, 4]	1	1	1.285387199104207	1	1	pure_sim	pure_sim	5
2	6	123	1	[1, 5, 6]	2	2	0.9533759407850084	1	1	pure_sim	pure_sim	5
3	6	124	1	[6, 2, 1]	2	2	1.0693714623375854	1	1	pure_sim	pure_sim	5
4	6	125	1	[2, 3, 4]	1	1	1.9053290414876756	1	1	pure_sim	pure_sim	5
5	6	126	1	[6, 5, 4]	1	1	0.9374494619642064	1	1	pure_sim	pure_sim	5
6	6	127	1	[4, 2, 3]	2	2	0.9454434907006544	1	1	pure_sim	pure_sim	5
7	6	128	1	[6, 2, 1]	2	2	0.9735152702614869	1	1	pure_sim	pure_sim	5
8	6	129	1	[4, 5, 6]	1	1	0.841524538160229	1	1	pure_sim	pure_sim	5
9	6	130	1	[2, 1, 6]	1	2	1.5255290166073792	0	1	pure_sim	pure_sim	5
10	6	131	1	[3, 1, 2]	2	2	1.0575614231506734	1	1	pure_sim	pure_sim	5
11	6	132	1	[1, 3, 2]	2	2	1.685499160290874	1	1	pure_sim	pure_sim	5
12	6	133	1	[6, 1, 2]	1	1	0.805601169372494	1	1	pure_sim	pure_sim	5
13	6	134	1	[3, 2, 1]	1	1	1.041598245941259	1	1	pure_sim	pure_sim	5
14	6	135	1	[4, 2, 3]	2	2	1.0216131740999117	1	1	pure_sim	pure_sim	5
15	6	136	1	[1, 3, 2]	2	2	1.3776939105555357	1	1	pure_sim	pure_sim	5
16	6	137	1	[4, 5, 6]	1	1	1.4336151023198909	1	1	pure_sim	pure_sim	5
17	6	138	1	[2, 1, 6]	1	2	1.4456854512659447	0	1	pure_sim	pure_sim	5
18	6	139	1	[1, 5, 6]	2	2	1.005746407911829	1	1	pure_sim	pure_sim	5
19	6	140	1	[6, 2, 1]	2	2	1.5697692355538493	1	1	pure_sim	pure_sim	5
0	7	141	1	[3, 4, 5]	1	1	0.9459336318964233	1	1	pure_sim	pure_sim	5
1	7	142	1	[4, 3, 2]	1	1	1.0658701872239362	1	1	pure_sim	pure_sim	5
2	7	143	1	[6, 4, 5]	2	2	0.9658624121416324	1	1	pure_sim	pure_sim	5
3	7	144	1	[4, 6, 5]	2	2	0.8259025315669533	1	1	pure_sim	pure_sim	5
4	7	145	1	[3, 4, 5]	1	1	0.9859068856130762	1	1	pure_sim	pure_sim	5
5	7	146	1	[4, 3, 2]	1	1	0.6579548423214874	1	1	pure_sim	pure_sim	5
6	7	147	1	[1, 5, 6]	2	2	0.785963177209851	1	1	pure_sim	pure_sim	5
7	7	148	1	[5, 1, 6]	2	2	1.181959320768783	1	1	pure_sim	pure_sim	5
8	7	149	1	[6, 1, 2]	1	1	1.1938343596439154	1	1	pure_sim	pure_sim	5
9	7	150	1	[3, 2, 1]	1	1	0.7780092678985966	1	1	pure_sim	pure_sim	5
10	7	151	1	[6, 4, 5]	2	1	1.6059535361073358	0	1	pure_sim	pure_sim	5
11	7	152	1	[1, 3, 2]	2	2	1.082040181625871	1	1	pure_sim	pure_sim	5
12	7	153	1	[3, 4, 5]	1	1	0.8940856503077157	1	1	pure_sim	pure_sim	5
13	7	154	1	[2, 1, 6]	1	2	1.1860794924423317	0	1	pure_sim	pure_sim	5
14	7	155	1	[6, 4, 5]	2	1	0.9301244013186079	0	1	pure_sim	pure_sim	5
15	7	156	1	[5, 1, 6]	2	2	1.2141170616409909	1	1	pure_sim	pure_sim	5
16	7	157	1	[1, 2, 3]	1	1	1.5304786340734609	1	1	pure_sim	pure_sim	5
17	7	158	1	[5, 4, 3]	1	1	0.7181461093491635	1	1	pure_sim	pure_sim	5
18	7	159	1	[2, 6, 1]	2	2	1.2021636499343913	1	1	pure_sim	pure_sim	5
19	7	160	1	[5, 1, 6]	2	1	1.1901713628162724	0	1	pure_sim	pure_sim	5
0	8	161	1	[3, 4, 5]	1	1	1.5742047645703678	1	1	pure_sim	pure_sim	5
1	8	162	1	[1, 6, 5]	1	2	1.0742806493749413	0	1	pure_sim	pure_sim	5
2	8	163	1	[2, 6, 1]	2	2	1.4063124339118076	1	1	pure_sim	pure_sim	5
3	8	164	1	[1, 3, 2]	2	2	1.2423564719783826	1	1	pure_sim	pure_sim	5
4	8	165	1	[6, 1, 2]	1	1	0.8463895627292004	1	1	pure_sim	pure_sim	5
5	8	166	1	[2, 1, 6]	1	2	1.2503831560611616	0	1	pure_sim	pure_sim	5
6	8	167	1	[5, 3, 4]	2	2	1.1384462275300393	1	1	pure_sim	pure_sim	5
7	8	168	1	[6, 2, 1]	2	2	1.094435529016664	1	1	pure_sim	pure_sim	5
8	8	169	1	[4, 5, 6]	1	1	0.9624622130995704	1	1	pure_sim	pure_sim	5
9	8	170	1	[5, 4, 3]	1	1	1.314469117372937	1	1	pure_sim	pure_sim	5
10	8	171	1	[1, 5, 6]	2	2	0.7745882316353345	1	1	pure_sim	pure_sim	5
11	8	172	1	[4, 6, 5]	2	2	0.9225433849601359	1	1	pure_sim	pure_sim	5
12	8	173	1	[1, 2, 3]	1	2	1.2625440069664364	0	1	pure_sim	pure_sim	5
13	8	174	1	[6, 5, 4]	1	1	1.0545611743482368	1	1	pure_sim	pure_sim	5
14	8	175	1	[5, 3, 4]	2	2	1.0145857436086771	1	1	pure_sim	pure_sim	5
15	8	176	1	[4, 6, 5]	2	2	0.8226516141066895	1	1	pure_sim	pure_sim	5
16	8	177	1	[3, 4, 5]	1	1	1.2866825278347278	1	1	pure_sim	pure_sim	5
17	8	178	1	[4, 3, 2]	1	2	1.3986402935875049	0	1	pure_sim	pure_sim	5
18	8	179	1	[3, 1, 2]	2	2	0.9303374385767711	1	1	pure_sim	pure_sim	5
19	8	180	1	[6, 2, 1]	2	2	0.7187009392296204	1	1	pure_sim	pure_sim	5
0	9	181	1	[3, 5, 4]	2	2	1.1987985942650994	1	2	mix	1st	6
1	9	182	1	[5, 3, 4]	2	2	1.698745101698023	1	2	mix	stay_sim	1
2	9	183	1	[6, 1, 2]	1	1	0.8828363500651903	1	2	mix	stay_sim	1
